Synonym,Name,OrphaCode
B-ALL with t(9;22)(q34.1;q11.2),B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),585909
BCR-ABL1-like B-ALL,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),585909
Philadelphia chromosome-like B-ALL,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),585909
Hypodiploid ALL,B-lymphoblastic leukemia/lymphoma with hypodiploidy,585942
B Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3); KMT2A Rearranged,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),585918
B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),585918
B lymphoblastic leukemia lymphoma with t(12;21)(p13;q22); TEL-AML1,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),585929
B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),585929
ADLD,Adult-onset autosomal dominant leukodystrophy,99027
Adult-onset autosomal dominant demyelinating leukodystrophy,Adult-onset autosomal dominant leukodystrophy,99027
B lymphoblastic leukemia lymphoma with t(1;19)(q23;p13.3); TCF3-PBX1,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),585956
B lymphoblastic leukemia lymphoma with t(5;14)(q31;q32); IL3-IGH,B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3),585948
Congenitally uncorrected transposition of the great vessels with coarctation,Congenitally uncorrected transposition of the great arteries with coarctation,99042
TGA with coarctation,Congenitally uncorrected transposition of the great arteries with coarctation,99042
DORV with subaortic or doubly committed VSD with pulmonary stenosis,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,99043
"DORV, Fallot type",Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,99043
"Double outlet right ventricle, Fallot type",Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,99043
DORV with subpulmonary VSD,Double outlet right ventricle with subpulmonary ventricular septal defect,99045
DORV-TGA,Double outlet right ventricle with subpulmonary ventricular septal defect,99045
Double outlet right ventricle with transposition of the great arteries,Double outlet right ventricle with subpulmonary ventricular septal defect,99045
Taussig-Bing syndrome,Double outlet right ventricle with subpulmonary ventricular septal defect,99045
DORV with non-committed subpulmonary VSD,Double outlet right ventricle with non-committed subpulmonary ventricular septal defect,99046
"APV/PDA, non-Fallot type",Pulmonary valve agenesis-intact ventricular septum-persistent ductus arteriosus syndrome,99048
Hemitruncus arteriosus,Abnormal origin of right or left pulmonary artery from the aorta,99050
Pulmonary artery coming from the aorta,Abnormal origin of right or left pulmonary artery from the aorta,99050
Congenital anomaly of tricuspid chordae tendineae,Congenital anomaly of the tricuspid valve chordae,99055
Congenital anomaly of tricuspid tendinous chords,Congenital anomaly of the tricuspid valve chordae,99055
EEC syndrome and related syndrome,EEC syndrome and related disorders,98609
Ectrodactyly-ectodermal dysplasia-cleft lip/palate syndrome and related disorders,EEC syndrome and related disorders,98609
Rare lacrimal system disease,Rare disorder of the lacrimal apparatus,98602
Excretory apparatus of the lacrimal system anomaly,Lacrimal drainage system anomaly,98605
Urrets-Zavalia syndrome,Syndromic orbital border hypoplasia,98606
Rare eyebrow/eyelashes anomaly,Rare eyebrow/eyelash disorder,98594
OBSOLETE: Eyelashes polytrichia,OBSOLETE: Eyelashes hypertrophy,98597
OBSOLETE: Eyelashes trichomegalia,OBSOLETE: Eyelashes hypertrophy,98597
Malposition of external canthus,Syndromic outer canthal malposition,98576
Eyelids malposition disorder,Rare eyelid malposition disorder,98567
Syndromic palpebral coloboma,Syndromic eyelid coloboma,98566
Syndromic ankyloblepharon,Syndromic ankyloblepharon filiforme adnatum,98565
Anophthalmia-microphthalmia syndrome,Microphthalmia-anophthalmia-coloboma,98555
Autosomal recessive non-syndromic optic atrophy,Autosomal recessive isolated optic atrophy,98676
"Autosomal dominant optic atrophy, Kjer type","Autosomal dominant optic atrophy, classic form",98673
Kjer optic atrophy,"Autosomal dominant optic atrophy, classic form",98673
Optic atrophy type 1,"Autosomal dominant optic atrophy, classic form",98673
ADOA,Autosomal dominant optic atrophy,98672
DOA,Autosomal dominant optic atrophy,98672
Syndromic retinitis pigmentosa,Syndromic rod-cone dystrophy,98661
Rare cataract,Rare disorder with lens opacification,98640
Corneogoniodysgenesis,Corneodysgenesis,98635
Anterior corneal dystrophy,Superficial corneal dystrophy,98625
"Phosphoserine aminotransferase deficiency, prenatal form",Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency,583602
"3-phosphoglycerate dehydrogenase deficiency, prenatal form",Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,583607
Atrial defect and interauricular communication,Rare atrial defect and interatrial communication,98727
"3-phosphoserine phosphatase deficiency, prenatal form",Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency,583612
AVSD,Atrioventricular septal defect,98722
Atrioventricular canal defect,Atrioventricular septal defect,98722
"Congenital aorta, aortic arch or  pulmonary arteries anomaly",Congenital anomaly of the great arteries,98724
Syndrome with a symptomatic strabismus,Syndromic disorder with strabismus,98683
Congenital CNIV palsy,Congenital trochlear nerve palsy,98686
Congenital fourth cranial nerve palsy,Congenital trochlear nerve palsy,98686
Congenital superior oblique palsy,Congenital trochlear nerve palsy,98686
CIL-F,Congenital infiltrating lipomatosis of the face,583097
Facial infused lipomatosis,Congenital infiltrating lipomatosis of the face,583097
Fibroadipose infiltrating lipomatosis,Congenital infiltrating lipomatosis of the face,583097
UPD(15)pat,Angelman syndrome due to paternal uniparental disomy of chromosome 15,98795
Angelman syndrome due to maternal monosomy 15q11q13,Angelman syndrome due to maternal 15q11q13 deletion,98794
ATR syndrome linked to chromosome 16,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,98791
"ATR syndrome, deletion type",Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,98791
ATR-16 syndrome,Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,98791
"Alpha thalassemia-intellectual disability syndrome, deletion type",Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,98791
DYT6,"Primary dystonia, DYT6 type",98806
Generalized cervical and upper-limb-onset dystonia,"Primary dystonia, DYT6 type",98806
Idiopathic torsion dystonia of mixed type,"Primary dystonia, DYT6 type",98806
DYT4,"Primary dystonia, DYT4 type",98805
Hereditary whispering dysphonia,"Primary dystonia, DYT4 type",98805
Intellectual disability-dysmorphism-intrauterine growth retardation syndrome,Pitt-Rogers-Danks syndrome,98788
ADNFLE,Autosomal dominant nocturnal frontal lobe epilepsy,98784
Autosomal dominant sleep-related hypermotor epilepsy,Autosomal dominant nocturnal frontal lobe epilepsy,98784
SCA27,Spinocerebellar ataxia type 27,98764
SCA14,Spinocerebellar ataxia type 14,98763
SCA5,Spinocerebellar ataxia type 5,98766
SCA4,Spinocerebellar ataxia type 4,98765
SCA8,Spinocerebellar ataxia type 8,98760
HDL4,Spinocerebellar ataxia type 17,98759
Huntington disease-like 4,Spinocerebellar ataxia type 17,98759
SCA17,Spinocerebellar ataxia type 17,98759
SCA12,Spinocerebellar ataxia type 12,98762
SCA10,Spinocerebellar ataxia type 10,98761
SCA19/22,Spinocerebellar ataxia type 19/22,98772
SCA18,Spinocerebellar ataxia type 18,98771
SCA21,Spinocerebellar ataxia type 21,98773
SCA13,Spinocerebellar ataxia type 13,98768
SCA11,Spinocerebellar ataxia type 11,98767
SCA16,Spinocerebellar ataxia type 16,98770
SCA15/16,Spinocerebellar ataxia type 15/16,98769
SCA1,Spinocerebellar ataxia type 1,98755
SCA2,Spinocerebellar ataxia type 2,98756
Azorean disease of the nervous system,Spinocerebellar ataxia type 3,98757
MJD,Spinocerebellar ataxia type 3,98757
Machado disease,Spinocerebellar ataxia type 3,98757
Machado-Joseph disease,Spinocerebellar ataxia type 3,98757
Nigro-spino-dentatal degeneration with nuclear ophthalmoplegia,Spinocerebellar ataxia type 3,98757
SCA3,Spinocerebellar ataxia type 3,98757
SCA6,Spinocerebellar ataxia type 6,98758
UPD(15)mat,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,98754
Autosomal dominant disease with diffuse palmoplantar hyperkeratosis as a major feature,Autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature,98352
Autosomal dominant disease associated with focal palmoplantar hyperkeratosis as a major feature,Autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature,98353
Autosomal recessive isolated diffuse palmoplantar hyperkeratosis,Autosomal recessive isolated diffuse palmoplantar keratoderma,98356
Autosomal recessive disease with focal palmoplantar hyperkeratosis as a major feature,Autosomal recessive disease with focal palmoplantar keratoderma as a major feature,98357
Male infertility due to impaired sperm transport,Male infertility due to obstructive azoospermia,98343
ITPN,Intraductal tubulopapillary neoplasm of pancreas,580572
Autosomal dominant isolated diffuse palmoplantar hyperkeratosis,Autosomal dominant isolated diffuse palmoplantar keratoderma,98349
FPLD,Familial partial lipodystrophy,98306
Male infertility due to testicular dysgenesis,Male infertility due to gonadal dysgenesis,98313
PAVC with ventricular hypoplasia,Partial atrioventricular septal defect with ventricular hypoplasia,576232
Partial AVSD with ventricular hypoplasia,Partial atrioventricular septal defect with ventricular hypoplasia,576232
Partial atrioventricular canal defect with ventricular hypoplasia,Partial atrioventricular septal defect with ventricular hypoplasia,576232
Partial atrioventricular septal defect with ventricular imbalance,Partial atrioventricular septal defect with ventricular hypoplasia,576232
Unbalanced partial atrioventricular canal,Partial atrioventricular septal defect with ventricular hypoplasia,576232
Balanced partial atrioventricular canal,Partial atrioventricular septal defect without ventricular hypoplasia,576235
PAVC without ventricular hypoplasia,Partial atrioventricular septal defect without ventricular hypoplasia,576235
Partial AVSD without ventricular hypoplasia,Partial atrioventricular septal defect without ventricular hypoplasia,576235
Partial atrioventricular canal defect without ventricular hypoplasia,Partial atrioventricular septal defect without ventricular hypoplasia,576235
Partial atrioventricular septal defect with balanced ventricles,Partial atrioventricular septal defect without ventricular hypoplasia,576235
Balanced complete atrioventricular canal,Complete atrioventricular septal defect without ventricular hypoplasia,576227
CAVC without ventricular hypoplasia,Complete atrioventricular septal defect without ventricular hypoplasia,576227
Complete AVSD without ventricular hypoplasia,Complete atrioventricular septal defect without ventricular hypoplasia,576227
Complete atrioventricular canal defect without ventricular hypoplasia,Complete atrioventricular septal defect without ventricular hypoplasia,576227
Complete atrioventricular septal defect with balanced ventricles,Complete atrioventricular septal defect without ventricular hypoplasia,576227
MERS,Middle East respiratory syndrome,576074
CARASAL,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,575553
Primary autoimmune red cell aplasia,Primary acquired red cell aplasia,98421
Genetic HUS,Genetic hemolytic uremic syndrome,576742
Iatrogenic MCJ,Iatrogenic Creutzfeldt-Jakob disease,576379
iCJD,Iatrogenic Creutzfeldt-Jakob disease,576379
Idiopathic human prion disease,Sporadic human prion disease,576356
FCAS4,NLRC4-related familial cold autoinflammatory syndrome,576349
Familial cold autoinflammatory syndrome 4,NLRC4-related familial cold autoinflammatory syndrome,576349
NLRC4-related familial cold urticaria,NLRC4-related familial cold autoinflammatory syndrome,576349
Variant MCJ,Variant Creutzfeldt-Jakob disease,576370
vCJD,Variant Creutzfeldt-Jakob disease,576370
Infectious human prion disease,Acquired human prion disease,576360
Intermediate AVSD,Intermediate atrioventricular septal defect,576242
Intermediate atrioventricular canal defect,Intermediate atrioventricular septal defect,576242
Transitional atrioventricular canal defect,Intermediate atrioventricular septal defect,576242
SATB2-associated syndrome due to a point mutation,SATB2-associated syndrome due to a pathogenic variant,576283
SAS,SATB2-associated syndrome,576278
Hemolytic anemia due to an erythroenzymopathy,Hemolytic anemia due to an erythrocyte nucleotide metabolism disorder,98374
Diplomyelia,Split cord malformation type II,573253
SCM type 2,Split cord malformation type II,573253
SCM type II,Split cord malformation type II,573253
Split cord malformation type 2,Split cord malformation type II,573253
Constitutional hemolytic anemia due to acanthocytic disorder,Constitutional hemolytic anemia due to acanthocytosis,98366
Hereditary stomatocytic disease,Hereditary stomatocytosis,98365
Autosomal recessive MSMD due to partial JAK1 deficiency,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency,574957
AHA,Autoimmune hemolytic anemia,98375
AIHA,Autoimmune hemolytic anemia,98375
SCM,Split cord malformation,573278
Delta granule disease,Dense granule disease,98456
IMM,Idiopathic inflammatory myopathy,98482
Idiopathic inflammatory myositis,Idiopathic inflammatory myopathy,98482
BPES type 2,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,572361
Blepharophimosis-ptosis-epicanthus inversus syndrome without premature ovarian failure,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,572361
Secondary erythrocytosis,Secondary polycythemia,98428
OAS1 deficiency,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,572428
OAS1-related infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,572428
"Hereditary combined deficiency of factors II, VII, IX and X",Hereditary combined deficiency of vitamin K-dependent clotting factors,98434
RTD2,RFVT2-related riboflavin transporter deficiency,572543
Riboflavin transporter deficiency 2,RFVT2-related riboflavin transporter deficiency,572543
RTD3,RFVT3-related riboflavin transporter deficiency,572550
Riboflavin transporter deficiency 3,RFVT3-related riboflavin transporter deficiency,572550
MISSLA,Microcephaly-short stature-limb abnormalities syndrome,572773
OBSOLETE: SPD,OBSOLETE: Platelet storage pool disease,98454
Mitochondrial tryptophanyl-tRNA synthetase deficiency,WARS2-related combined oxidative phosphorylation defect,572798
MIMIS,Microcephaly-micromelia syndrome,572768
PCH,Non-syndromic pontocerebellar hypoplasia,98523
Pontoneocerebellar atrophy,Non-syndromic pontocerebellar hypoplasia,98523
Pontoneocerebellar hypoplasia,Non-syndromic pontocerebellar hypoplasia,98523
3q23 microdeletion syndrome,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,572333
BPES plus,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,572333
BPES type 1,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,572354
Blepharophimosis-ptosis-epicanthus inversus syndrome with premature ovarian failure,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,572354
Bacterial endocarditis,Infective endocarditis,570762
Infectious endocarditis,Infective endocarditis,570762
QRSL1-related COXPD,QRSL1-related combined oxidative phosphorylation defect,570491
Human herpesvirus-8-associated multicentric Castleman disease,HHV-8-associated multicentric Castleman disease,570438
HHV-8-negative multicentric Castleman disease,Idiopathic multicentric Castleman disease,570431
Human herpesvirus-8-negative multicentric Castleman disease,Idiopathic multicentric Castleman disease,570431
GALM deficiency,Galactose mutarotase deficiency,570422
Galactosemia type 4,Galactose mutarotase deficiency,570422
Bartter syndrome type V,Bartter syndrome type 5,570371
Transient antenatal Bartter syndrome,Bartter syndrome type 5,570371
Acquired anterior horn cell disease,Acquired motor neuron disease,98506
Genetic anterior horn cell disease,Genetic motor neuron disease,98505
Anterior horn cell disease,Motor neuron disease,98503
Adenocarcinoma of the small bowel,Adenocarcinoma of the small intestine,104075
Rare intestinal tumor,Rare tumor of intestine,104011
Rare tumor of bowel,Rare tumor of intestine,104011
AIP,Autoimmune pancreatitis,103919
TCP,Tropical pancreatitis,103918
Tropical calcific chronic pancreatitis,Tropical pancreatitis,103918
OBSOLETE: IPSID,OBSOLETE: Immunoproliferative small intestinal disease,103915
OBSOLETE: Mediterranean lymphoma,OBSOLETE: Immunoproliferative small intestinal disease,103915
Na-H exchange deficiency,Congenital sodium diarrhea,103908
Non-syndromic congenital sodium diarrhea,Congenital sodium diarrhea,103908
Isolated trehalose intolerance,Trehalase deficiency,103909
Maltase-glucoamylase deficiency,Chronic diarrhea due to glucoamylase deficiency,103907
AML with t(8;21)(q22;q22) translocation,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,102724
AML and myelodysplastic syndromes related to alkylating agent,Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,102379
AML and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,102381
Constitutional neutropenia,Congenital neutropenia,101987
HHV-8-related disorder,Human herpesvirus 8-related disorder,102024
OBSOLETE: Cholestatic hepatic amyloidosis,OBSOLETE: Hepatic amyloidosis with intrahepatic cholestasis,102069
MCA/MR,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability,102283
Multiple congenital anomalies-intellectual disability with or without dysmorphism,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability,102283
OBSOLETE: MCA/variable MR,OBSOLETE: Multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,102284
OBSOLETE: Multiple congenital anomalies-variable intellectual disability with or without dysmorphism syndrome,OBSOLETE: Multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,102284
MCA without intellectual disability,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability,102285
Multiple congenital anomalies without intellectual disability with or without dysmorphism,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability,102285
Lissencephaly type 1,Classic lissencephaly,102009
Complex HSP,Complex hereditary spastic paraplegia,102013
Complex SPG,Complex hereditary spastic paraplegia,102013
Complex familial spastic paraplegia,Complex hereditary spastic paraplegia,102013
Complicated HSP,Complex hereditary spastic paraplegia,102013
Complicated SPG,Complex hereditary spastic paraplegia,102013
Complicated familial spastic paraplegia,Complex hereditary spastic paraplegia,102013
Complicated hereditary spastic paraplegia,Complex hereditary spastic paraplegia,102013
Pure HSP,Pure hereditary spastic paraplegia,102012
Pure SPG,Pure hereditary spastic paraplegia,102012
Pure familial spastic paraplegia,Pure hereditary spastic paraplegia,102012
Uncomplicated HSP,Pure hereditary spastic paraplegia,102012
Uncomplicated SPG,Pure hereditary spastic paraplegia,102012
Uncomplicated familial spastic paraplegia,Pure hereditary spastic paraplegia,102012
Uncomplicated hereditary spastic paraplegia,Pure hereditary spastic paraplegia,102012
Rickettsiae disease,Rickettsial disease,102021
Autosomal deletion,Autosomal monosomy,102020
Typhus-group rickettsiae disease,Typhus-group rickettsiosis,102023
Spotted fever rickettsiae disease,Spotted fever rickettsiosis,102022
Rare NSID,Rare non-syndromic intellectual disability,101685
Rare genetic ophthalmologic disease,Rare genetic eye disease,101435
CPAI,Chronic primary adrenal insufficiency,101959
Chronic adrenocorticoid insufficiency,Chronic primary adrenal insufficiency,101959
Early-onset severe Hermansky-Pudlak syndrome with deafness,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",664511
Early-onset severe Hermansky-Pudlak syndrome with hearing loss due to adaptator related protein complex 3 subunit delta 1 deficiency,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",664511
Early-onset severe Hermansky-Pudlak syndrome with neutropenia and hearing loss due to AP3D1 deficiency,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",664511
HPS10,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",664511
Hermansky-Pudlak syndrome type 10,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",664511
Autosomal recessive Segawa syndrome,Autosomal recessive dopa-responsive dystonia,101150
DYT5b,Autosomal recessive dopa-responsive dystonia,101150
Tyrosine hydroxylase deficiency,Autosomal recessive dopa-responsive dystonia,101150
Tyrosine hydroxylase-deficient dopa-responsive dystonia,Autosomal recessive dopa-responsive dystonia,101150
HPS2,Hermansky-Pudlak syndrome due to AP3B1 deficiency,664500
Hermansky-Pudlak syndrome due to adaptator related protein complex 3 subunit beta1 deficiency,Hermansky-Pudlak syndrome due to AP3B1 deficiency,664500
Hermansky-Pudlak syndrome type 2,Hermansky-Pudlak syndrome due to AP3B1 deficiency,664500
Hermansky-Pudlak syndrome with neutropenia due to AP3B1 deficiency,Hermansky-Pudlak syndrome due to AP3B1 deficiency,664500
DYT14,Dystonia 14,101151
Genetic HLH without hypopigmentation,Primary hemophagocytic lymphohistiocytosis without hypopigmentation,664482
Genetic hemophagocytic lymphohistiocytosis without hypopigmentation,Primary hemophagocytic lymphohistiocytosis without hypopigmentation,664482
Primary HLH without hypopigmentation,Primary hemophagocytic lymphohistiocytosis without hypopigmentation,664482
SCA25,Spinocerebellar ataxia type 25,101111
SCA26,Spinocerebellar ataxia type 26,101112
Immune dysregulation disease with immunodeficiency associated with Epstein-Barr virus susceptibility,Immune dysregulation disease with immunodeficiency associated with EBV susceptibility,664456
SCA28,Spinocerebellar ataxia type 28,101109
Liang-Wang syndrome,Gingival fibromatosis-aortic root dilatation-facial dysmorphism-intellectual disability syndrome,664438
SCA20,Spinocerebellar ataxia type 20,101110
SCA22,Spinocerebellar ataxia type 22,101107
SCA23,Spinocerebellar ataxia type 23,101108
SLC4A10-related neurodevelopmental disorder,Neurodevelopmental disorder-slit-like lateral ventricles-intellectual disability syndrome,664430
MEF2C-related syndrome,Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome,664410
Neurodevelopmental disorder-hypotonia-stereotypic hand movements-impaired language,Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome,664410
OBSOLETE: Kenya tick-bite fever,OBSOLETE: Kenya tick typhus,101336
Isolated congenital distal femoral duplication,Isolated congenital femoral bifurcation,667589
NRVT,Neonatal renal venous thrombosis,664912
Neonatal RVT,Neonatal renal venous thrombosis,664912
NEDMABA disorder,Congenital arthrogryposis-microcephaly-facial dysmorphism-severe neurodevelopmental delay syndrome,664923
Neurodevelopmental disorder-microcephaly-arthrogryposis-structural brain anomalies,Congenital arthrogryposis-microcephaly-facial dysmorphism-severe neurodevelopmental delay syndrome,664923
Embolia cutis medicamentosa,Nicolau syndrome,664787
Livedo-like dermatitis,Nicolau syndrome,664787
PCT,Porphyria cutanea tarda,101330
TTS,Trigeminal trophic syndrome,664901
Trigeminal neuropathy with nasal ulceration,Trigeminal trophic syndrome,664901
Trigeminal neurotrophic ulceration,Trigeminal trophic syndrome,664901
Trophic ulceration of the ala nasi,Trigeminal trophic syndrome,664901
Epstein-Barr virus-induced lymphoproliferative disease due to tet methylcytosine dioxygenase 2 deficiency,EBV-induced lymphoproliferative disease due to TET2 deficiency,664729
Epstein-Barr virus susceptibility with hemophagocytic lymphohistiocytosis as a major feature,EBV susceptibility with hemophagocytic lymphohistiocytosis as a major feature,664734
Epstein-Barr virus-induced lymphoproliferative disease due to Cell differentiation 137 protein deficiency,EBV-induced lymphoproliferative disease due to CD137 deficiency,664726
"APV/ADA, Fallot type",Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,101206
Absence of pulmonary valve-Fallot tetralogy-absence of ductus arteriosus syndrome,Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,101206
"PVA/ADA, Fallot type",Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,101206
EBV-induced lymphoproliferative disease due to protein kinase C delta deficiency,EBV-induced lymphoproliferative disease due to PRKCD deficiency,664711
Epstein-Barr virus-induced lymphoproliferative disease due to Ras guanyl nucleotide-releasing protein 1 deficiency,EBV-induced lymphoproliferative disease due to RASGRP1 deficiency,664699
CMT1F,Charcot-Marie-Tooth disease type 1F,101085
Small bowel duplication,Small intestine duplication,662456
AIP,Placenta accreta spectrum disorder,662721
Abnormally invasive placenta,Placenta accreta spectrum disorder,662721
PAI,Placenta accreta spectrum disorder,662721
PAS,Placenta accreta spectrum disorder,662721
Placenta accreta spectrum,Placenta accreta spectrum disorder,662721
HIGM1,X-linked hyper-IgM syndrome,101088
Hyper-IgM syndrome due to CD40 ligand deficiency,X-linked hyper-IgM syndrome,101088
Hyper-IgM syndrome due to CD40L deficiency,X-linked hyper-IgM syndrome,101088
Hyper-IgM syndrome type 1,X-linked hyper-IgM syndrome,101088
XHIGM,X-linked hyper-IgM syndrome,101088
CMT1A,Charcot-Marie-Tooth disease type 1A,101081
Microduplication 17p12,Charcot-Marie-Tooth disease type 1A,101081
Stomach duplication,Gastric duplication,662376
CMT1B,Charcot-Marie-Tooth disease type 1B,101082
Congenital double pylorus,Pyloric duplication,662405
Duplication cyst of the pyloric canal,Pyloric duplication,662405
Duplication cyst of the pylorus,Pyloric duplication,662405
CMT1C,Charcot-Marie-Tooth disease type 1C,101083
Duplication of the colon,Colonic duplication,662392
CMT1D,Charcot-Marie-Tooth disease type 1D,101084
Auriculo-temporal syndrome,Frey syndrome,662240
Auriculotemporal syndrome,Frey syndrome,662240
Baillarger syndrome,Frey syndrome,662240
Dupuy syndrome,Frey syndrome,662240
Gustatory hyperhidrosis,Frey syndrome,662240
CMT3X,X-linked Charcot-Marie-Tooth disease type 3,101077
CMTX3,X-linked Charcot-Marie-Tooth disease type 3,101077
CMT4X,X-linked Charcot-Marie-Tooth disease type 4,101078
CMTX4,X-linked Charcot-Marie-Tooth disease type 4,101078
Cowchock syndrome,X-linked Charcot-Marie-Tooth disease type 4,101078
Radio-Tartaglia syndrome,Neurodevelopmental delay-congenital heart defects-intellectual disability syndrome,662234
SPEN-related neurodevelopmental disorder,Neurodevelopmental delay-congenital heart defects-intellectual disability syndrome,662234
Neurodegeneration-spasticity-cerebellar atrophy-cortical visual impairment syndrome,NESCAV syndrome,662367
Atlantoaxial non-traumatic subluxation,Grisel syndrome,662255
"Mucopolysaccharidosis type X, MSP type X,MPS10 Mucopolysaccharidosis due to ARSK deficiency",Mucopolysaccharidosis type 10,662216
HNRPH1-related neurodevelopmental disorder,Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome,662207
Neurodevelopmental disorder with craniofacial dysmorphism and skeletal defects,Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome,662207
Hippocampal memory defect leukoencephalopathy,Episodic memory defect leukoencephalopathy,662229
White matter hyperintensities-Episodic memory defect leukoencephalopathy,Episodic memory defect leukoencephalopathy,662229
CMT1X,X-linked Charcot-Marie-Tooth disease type 1,101075
CMTX1,X-linked Charcot-Marie-Tooth disease type 1,101075
CMTX2,X-linked Charcot-Marie-Tooth disease type 2,101076
MGP-related SED,MGP-related spondyloepiphyseal dysplasia,664377
Spondyloepiphyseal dysplasia-platyspondyly-brachytelephalangism syndrome,MGP-related spondyloepiphyseal dysplasia,664377
AR-CMT2C,Charcot-Marie-Tooth disease type 2H,101102
Autosomal recessive axonal CMT4C2,Charcot-Marie-Tooth disease type 2H,101102
Axonal Charcot-Marie-Tooth disease with pyramidal involvement,Charcot-Marie-Tooth disease type 2H,101102
CMT2H,Charcot-Marie-Tooth disease type 2H,101102
AR-CMT2B2,Charcot-Marie-Tooth disease type 2B2,101101
Autosomal recessive axonal CMT4C3,Charcot-Marie-Tooth disease type 2B2,101101
Autosomal recessive axonal Charcot-Marie-Tooth disease type 2B2,Charcot-Marie-Tooth disease type 2B2,101101
ARCMT2K,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,101097
Autosomal recessive axonal CMT4C4,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,101097
Autosomal recessive axonal Charcot-Marie-Tooth disease type 2K,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,101097
Combined form of soft and hard cleft palate,Soft and hard cleft palate,664372
Isolated cleft of the soft and hard palate,Soft and hard cleft palate,664372
ARPC4-related syndrome,Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome,662762
HIGM3,Hyper-IgM syndrome type 3,101090
Hyper-IgM syndrome due to CD40 deficiency,Hyper-IgM syndrome type 3,101090
AID deficiency,Hyper-IgM syndrome type 2,101089
Activation-induced cytidine deaminase deficiency,Hyper-IgM syndrome type 2,101089
