Name,OrphaCode,HPOTerm,HPOFrequency,HPOKor
Takenouchi-Kosaki syndrome,487796,Overlapping toe,Occasional (29-5%),겹치는 발가락
Takenouchi-Kosaki syndrome,487796,Poor speech,Occasional (29-5%),언어 능력 저하
Takenouchi-Kosaki syndrome,487796,Highly arched eyebrow,Occasional (29-5%),매우 아치형인 눈썹
Takenouchi-Kosaki syndrome,487796,Downturned corners of mouth,Occasional (29-5%),아래로 처진 입꼬리
Takenouchi-Kosaki syndrome,487796,Immunodeficiency,Occasional (29-5%),면역결핍
Takenouchi-Kosaki syndrome,487796,Nevus,Occasional (29-5%),모반
Takenouchi-Kosaki syndrome,487796,Total anomalous pulmonary venous return,Occasional (29-5%),전폐정맥 환류 이상
Takenouchi-Kosaki syndrome,487796,Cerebellar dysplasia,Occasional (29-5%),소뇌 이형성증
Takenouchi-Kosaki syndrome,487796,Eversion of lateral third of lower eyelids,Occasional (29-5%),하안검 외측 3분의 1의 외반
Takenouchi-Kosaki syndrome,487796,Reduced visual acuity,Occasional (29-5%),시력 저하
Takenouchi-Kosaki syndrome,487796,Infantile muscular hypotonia,Occasional (29-5%),영아 근긴장 저하증
Takenouchi-Kosaki syndrome,487796,Proximal placement of thumb,Occasional (29-5%),엄지의 근위부 위치
Takenouchi-Kosaki syndrome,487796,Tented upper lip vermilion,Occasional (29-5%),뒤집힌 윗입술 경계
Takenouchi-Kosaki syndrome,487796,Prominent forehead,Occasional (29-5%),돌출된 이마
Takenouchi-Kosaki syndrome,487796,Midface retrusion,Occasional (29-5%),중안면 후퇴
Takenouchi-Kosaki syndrome,487796,Camptodactyly,Occasional (29-5%),구축지증
Takenouchi-Kosaki syndrome,487796,Clinodactyly,Occasional (29-5%),굴지증
Takenouchi-Kosaki syndrome,487796,Sparse eyebrow,Occasional (29-5%),드문 눈썹
Takenouchi-Kosaki syndrome,487796,Abnormality of the lymphatic system,Occasional (29-5%),림프계 이상
Pierpont syndrome,487825,Everted lower lip vermilion,Very frequent (99-80%),뒤집힌 하순 경계
Pierpont syndrome,487825,Short neck,Very frequent (99-80%),짧은 목
Pierpont syndrome,487825,Widely spaced teeth,Very frequent (99-80%),치아 간격이 넓음
Pierpont syndrome,487825,Intellectual disability,Very frequent (99-80%),지적 장애
Pierpont syndrome,487825,Hypotonia,Very frequent (99-80%),근긴장 저하증
Pierpont syndrome,487825,Pes planus,Very frequent (99-80%),평발
Pierpont syndrome,487825,Deep palmar crease,Very frequent (99-80%),깊은 손바닥 주름
Pierpont syndrome,487825,Abnormal subcutaneous fat tissue distribution,Very frequent (99-80%),피하 지방 조직 분포 이상
Pierpont syndrome,487825,Wide nasal ridge,Very frequent (99-80%),넓은 비강 능선
Pierpont syndrome,487825,Narrow palpebral fissure,Very frequent (99-80%),좁은 안검열
Pierpont syndrome,487825,Thin vermilion border,Frequent (79-30%),얇은 입술 경계
Pierpont syndrome,487825,Brachycephaly,Frequent (79-30%),단두증
Pierpont syndrome,487825,Broad philtrum,Frequent (79-30%),넓은 인중
Pierpont syndrome,487825,Hypertelorism,Frequent (79-30%),안와격리증
Pierpont syndrome,487825,Smooth philtrum,Frequent (79-30%),평평한 인중
Pierpont syndrome,487825,High forehead,Frequent (79-30%),높은 이마
Pierpont syndrome,487825,Posteriorly rotated ears,Frequent (79-30%),뒤쪽으로 회전된 귀
Pierpont syndrome,487825,Hearing impairment,Frequent (79-30%),청각 장애
Pierpont syndrome,487825,Strabismus,Frequent (79-30%),사시
Pierpont syndrome,487825,Deeply set eye,Frequent (79-30%),깊이 자리잡은 눈
Pierpont syndrome,487825,Telecanthus,Frequent (79-30%),안와격리증
Pierpont syndrome,487825,Prominent fingertip pads,Frequent (79-30%),돌출된 손가락 끝 패드
Pierpont syndrome,487825,Small for gestational age,Frequent (79-30%),임신 기간에 비해 작은 크기
Pierpont syndrome,487825,Short toe,Frequent (79-30%),짧은 발가락
Pierpont syndrome,487825,Scoliosis,Frequent (79-30%),척추측만증
Pierpont syndrome,487825,Wide intermamillary distance,Frequent (79-30%),넓은 유두 간 거리
Pierpont syndrome,487825,Atrophy/Degeneration affecting the central nervous system,Frequent (79-30%),중추 신경계 위축/퇴행
Pierpont syndrome,487825,Excessive wrinkling of palmar skin,Frequent (79-30%),손바닥 피부의 과도한 주름
Pierpont syndrome,487825,Short finger,Frequent (79-30%),짧은 손가락
Pierpont syndrome,487825,Uplifted earlobe,Frequent (79-30%),들뜬 귓볼
Pierpont syndrome,487825,Long upper lip,Frequent (79-30%),긴 윗입술
Pierpont syndrome,487825,Congenital microcephaly,Frequent (79-30%),선천성 소두증
Pierpont syndrome,487825,Abnormality of the plantar skin of foot,Frequent (79-30%),교근 이상
Pierpont syndrome,487825,Brain imaging abnormality,Frequent (79-30%),뇌 영상 이상
Pierpont syndrome,487825,Cryptorchidism,Occasional (29-5%),잠복고환증
Pierpont syndrome,487825,Thin upper lip vermilion,Occasional (29-5%),얇은 윗입술 경계
Pierpont syndrome,487825,Malar flattening,Occasional (29-5%),광대뼈 편평화
Pierpont syndrome,487825,Macrotia,Occasional (29-5%),대이증
Pierpont syndrome,487825,Microcornea,Occasional (29-5%),작은 각막
Pierpont syndrome,487825,Microphthalmia,Occasional (29-5%),소안구증
Pierpont syndrome,487825,Absent speech,Occasional (29-5%),언어 상실
Pierpont syndrome,487825,Joint laxity,Occasional (29-5%),관절 이완
Pierpont syndrome,487825,Ventriculomegaly,Occasional (29-5%),뇌실 확장증
Pierpont syndrome,487825,Chiari malformation,Occasional (29-5%),키아리 기형
Pierpont syndrome,487825,Abnormal cortical gyration,Occasional (29-5%),대뇌피질 회전이상
Pierpont syndrome,487825,High anterior hairline,Occasional (29-5%),높은 앞머리 선
Pierpont syndrome,487825,Severe global developmental delay,Occasional (29-5%),심각한 전반적 발달 지연
Pierpont syndrome,487825,Pendular nystagmus,Occasional (29-5%),진자성 안구진탕
PMP22-RAI1 contiguous gene duplication syndrome,477817,Delayed speech and language development,Very frequent (99-80%),언어 발달 지연
PMP22-RAI1 contiguous gene duplication syndrome,477817,Global developmental delay,Very frequent (99-80%),전반적 발달 지연
PMP22-RAI1 contiguous gene duplication syndrome,477817,Abnormal facial shape,Very frequent (99-80%),얼굴 모양 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Feeding difficulties in infancy,Very frequent (99-80%),유아기 섭식 곤란
PMP22-RAI1 contiguous gene duplication syndrome,477817,Infantile muscular hypotonia,Very frequent (99-80%),영아 근긴장 저하증
PMP22-RAI1 contiguous gene duplication syndrome,477817,Delayed ability to walk,Very frequent (99-80%),보행 능력 지연
PMP22-RAI1 contiguous gene duplication syndrome,477817,Atypical behavior,Frequent (79-30%),비정형 행동
PMP22-RAI1 contiguous gene duplication syndrome,477817,Joint laxity,Frequent (79-30%),관절 이완
PMP22-RAI1 contiguous gene duplication syndrome,477817,Failure to thrive in infancy,Frequent (79-30%),영아기의 성장 부진
PMP22-RAI1 contiguous gene duplication syndrome,477817,Abnormal heart morphology,Frequent (79-30%),심장 형태 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Abnormality of the foot,Frequent (79-30%),발의 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Sleep abnormality,Frequent (79-30%),수면 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Distal muscle weakness,Frequent (79-30%),말단 근육 약화
PMP22-RAI1 contiguous gene duplication syndrome,477817,Distal sensory impairment,Frequent (79-30%),말초 감각 손상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Distal amyotrophy,Frequent (79-30%),원위 근위축증
PMP22-RAI1 contiguous gene duplication syndrome,477817,Foot dorsiflexor weakness,Frequent (79-30%),발등 굴곡근 약화
PMP22-RAI1 contiguous gene duplication syndrome,477817,Abnormal renal morphology,Frequent (79-30%),신장 형태 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Chronic constipation,Frequent (79-30%),만성 변비
PMP22-RAI1 contiguous gene duplication syndrome,477817,Decreased/absent ankle reflexes,Frequent (79-30%),감소/부재의 발목 반사
PMP22-RAI1 contiguous gene duplication syndrome,477817,Brain imaging abnormality,Frequent (79-30%),뇌 영상 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Thin upper lip vermilion,Occasional (29-5%),얇은 윗입술 경계
PMP22-RAI1 contiguous gene duplication syndrome,477817,Smooth philtrum,Occasional (29-5%),평평한 인중
PMP22-RAI1 contiguous gene duplication syndrome,477817,Triangular face,Occasional (29-5%),삼각형 얼굴
PMP22-RAI1 contiguous gene duplication syndrome,477817,Long philtrum,Occasional (29-5%),긴 인중
PMP22-RAI1 contiguous gene duplication syndrome,477817,Abnormal pinna morphology,Occasional (29-5%),귓바퀴 형태 이상
PMP22-RAI1 contiguous gene duplication syndrome,477817,Wide nose,Occasional (29-5%),넓은 코
PMP22-RAI1 contiguous gene duplication syndrome,477817,Strabismus,Occasional (29-5%),사시
PMP22-RAI1 contiguous gene duplication syndrome,477817,Downslanted palpebral fissures,Occasional (29-5%),하안검 내각 기울어짐
PMP22-RAI1 contiguous gene duplication syndrome,477817,Decreased nerve conduction velocity,Occasional (29-5%),신경 전도 속도 감소
PMP22-RAI1 contiguous gene duplication syndrome,477817,Sensory neuropathy,Occasional (29-5%),감각 신경병증
PMP22-RAI1 contiguous gene duplication syndrome,477817,Ventricular septal defect,Occasional (29-5%),심실 중격 결손
PMP22-RAI1 contiguous gene duplication syndrome,477817,Atrial septal defect,Occasional (29-5%),심방중격결손
PMP22-RAI1 contiguous gene duplication syndrome,477817,Bicuspid aortic valve,Occasional (29-5%),두엽 대동맥판막
PMP22-RAI1 contiguous gene duplication syndrome,477817,Patent foramen ovale,Occasional (29-5%),열린 난원공
PMP22-RAI1 contiguous gene duplication syndrome,477817,Double outlet right ventricle,Occasional (29-5%),오른심실 이중 출구
PMP22-RAI1 contiguous gene duplication syndrome,477817,Talipes equinovarus,Occasional (29-5%),내반첨족
PMP22-RAI1 contiguous gene duplication syndrome,477817,Pes planus,Occasional (29-5%),평발
PMP22-RAI1 contiguous gene duplication syndrome,477817,Sandal gap,Occasional (29-5%),샌달 간격
PMP22-RAI1 contiguous gene duplication syndrome,477817,Broad-based gait,Occasional (29-5%),넓은 기반 보행
PMP22-RAI1 contiguous gene duplication syndrome,477817,Overriding aorta,Occasional (29-5%),대동맥 우위
PMP22-RAI1 contiguous gene duplication syndrome,477817,Decreased number of peripheral myelinated nerve fibers,Occasional (29-5%),말초 유수 신경 섬유의 수 감소
PMP22-RAI1 contiguous gene duplication syndrome,477817,Syringomyelia,Occasional (29-5%),척수공동증
PMP22-RAI1 contiguous gene duplication syndrome,477817,2-3 toe syndactyly,Occasional (29-5%),2-3 발가락 합지증
PMP22-RAI1 contiguous gene duplication syndrome,477817,Aortic aneurysm,Occasional (29-5%),대동맥 동맥류
PMP22-RAI1 contiguous gene duplication syndrome,477817,Persistent left superior vena cava,Occasional (29-5%),지속적인 좌측 상대 정맥
PMP22-RAI1 contiguous gene duplication syndrome,477817,Pes valgus,Occasional (29-5%),외반족
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Abnormal palate morphology,Frequent (79-30%),구개 형태 이상
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Thin upper lip vermilion,Frequent (79-30%),얇은 윗입술 경계
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Wide nasal bridge,Frequent (79-30%),넓은 콧대
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Strabismus,Frequent (79-30%),사시
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Downslanted palpebral fissures,Frequent (79-30%),하안검 내각 기울어짐
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Exotropia,Frequent (79-30%),외사시
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Widely spaced teeth,Frequent (79-30%),치아 간격이 넓음
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Delayed speech and language development,Frequent (79-30%),언어 발달 지연
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Brachydactyly,Frequent (79-30%),단지증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypotonia,Frequent (79-30%),근긴장 저하증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Global developmental delay,Frequent (79-30%),전반적 발달 지연
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Abnormality of canine,Frequent (79-30%),송곳니 이상
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Prominent forehead,Frequent (79-30%),돌출된 이마
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Delayed ability to walk,Frequent (79-30%),보행 능력 지연
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Cryptorchidism,Occasional (29-5%),잠복고환증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Chordee,Occasional (29-5%),음경 굴곡
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypospadias,Occasional (29-5%),요도하열
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Macrocephaly,Occasional (29-5%),대두증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypertelorism,Occasional (29-5%),안와격리증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Anteverted nares,Occasional (29-5%),앞쪽을 향한 콧구멍
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Blue sclerae,Occasional (29-5%),청색 공막
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Oculomotor apraxia,Occasional (29-5%),눈돌림운동 실조증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Synophrys,Occasional (29-5%),연합눈썹
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypertrichosis,Occasional (29-5%),다모증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Tapered finger,Occasional (29-5%),뾰족한 손가락
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Bilateral ptosis,Occasional (29-5%),양측 안검하수
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Patent foramen ovale,Occasional (29-5%),열린 난원공
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypoplastic toenails,Occasional (29-5%),저형성 발톱
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Hypoplasia of the corpus callosum,Occasional (29-5%),뇌량 형성 저하
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Clonus,Occasional (29-5%),간대성 경련
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Sparse scalp hair,Occasional (29-5%),드문드문한 두피 모발
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Supernumerary nipple,Occasional (29-5%),여분의 유두
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Clinodactyly of the 5th finger,Occasional (29-5%),5번째 손가락의 굴곡지증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Lower limb hypertonia,Occasional (29-5%),하반신 과긴장
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Short thumb,Occasional (29-5%),짧은 엄지손가락
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,High anterior hairline,Occasional (29-5%),높은 앞머리 선
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Narrow nasal tip,Occasional (29-5%),좁은 비끝
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Enlarged cerebellum,Occasional (29-5%),확장된 소뇌
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Cerebral white matter hypoplasia,Occasional (29-5%),뇌 백질 발육부전
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Delayed myelination,Occasional (29-5%),수초화 지연
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Colpocephaly,Occasional (29-5%),콜포뇌증
Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,477993,Sparse eyebrow,Occasional (29-5%),드문 눈썹
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Intellectual disability,Very frequent (99-80%),지적 장애
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Global developmental delay,Very frequent (99-80%),전반적 발달 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Increased circulating lactate concentration,Very frequent (99-80%),순환 젖산 농도 증가
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Ketonuria,Very frequent (99-80%),케톤뇨
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Abnormal EKG,Very frequent (99-80%),이상한 심전도
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Elevated circulating creatine kinase concentration,Very frequent (99-80%),순환 크레아틴 키나아제 농도 증가
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,EMG: myopathic abnormalities,Very frequent (99-80%),근전도: 근병성 이상
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Delayed speech and language development,Frequent (79-30%),언어 발달 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Seizure,Frequent (79-30%),발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Ataxia,Frequent (79-30%),운동실조
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Prolonged QT interval,Frequent (79-30%),QT 간격 연장
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Hypoglycemia,Frequent (79-30%),저혈당증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Hyperammonemia,Frequent (79-30%),고암모니아혈증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Abnormality of extrapyramidal motor function,Frequent (79-30%),추체외로 운동 기능 이상
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Global brain atrophy,Frequent (79-30%),전반적인 뇌 위축
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Incoordination,Frequent (79-30%),조정 장애
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Developmental regression,Frequent (79-30%),발달 퇴행
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Gastrointestinal dysmotility,Frequent (79-30%),위장관 운동 이상
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Elevated hepatic transaminase,Frequent (79-30%),간 트랜스아미나제 상승
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Lactic acidosis,Frequent (79-30%),젖산산증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Involuntary movements,Frequent (79-30%),불수의 운동
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Compensated hypothyroidism,Frequent (79-30%),보상성 갑상선 기능 저하증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Feeding difficulties in infancy,Frequent (79-30%),유아기 섭식 곤란
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Acute rhabdomyolysis,Frequent (79-30%),급성 횡문근융해증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Moderate global developmental delay,Frequent (79-30%),중등도 전반적 발달 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Arrhythmia,Frequent (79-30%),부정맥
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Delayed ability to walk,Frequent (79-30%),보행 능력 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Supranuclear gaze palsy,Occasional (29-5%),핵상성 주시 마비
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Nystagmus,Occasional (29-5%),안진
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Amblyopia,Occasional (29-5%),약시
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Optic atrophy,Occasional (29-5%),시신경 위축
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Hypertonia,Occasional (29-5%),근긴장 항진
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Stroke,Occasional (29-5%),뇌졸중
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Dystonia,Occasional (29-5%),근긴장이상증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Hyperreflexia,Occasional (29-5%),과반사
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Dysphagia,Occasional (29-5%),삼킴 곤란
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Bilateral tonic-clonic seizure,Occasional (29-5%),양측성 강직성 간대성 발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Generalized myoclonic seizure,Occasional (29-5%),전신성 근간대발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Clonus,Occasional (29-5%),간대성 경련
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Hypoglycemic seizures,Occasional (29-5%),저혈당성 발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Focal impaired awareness seizure,Occasional (29-5%),부분적 의식장애 발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Babinski sign,Occasional (29-5%),바빈스키 징후
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Generalized tonic seizures,Occasional (29-5%),전신 강직 발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Mild global developmental delay,Occasional (29-5%),경미한 전반적 발달 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Severe global developmental delay,Occasional (29-5%),심각한 전반적 발달 지연
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Infantile spasms,Occasional (29-5%),영아 연축
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Multifocal seizures,Occasional (29-5%),다병소성 발작
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Elevated plasma acylcarnitine levels,Occasional (29-5%),혈장 아실카르니틴 농도 증가
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Cerebral visual impairment,Occasional (29-5%),대뇌 시각 장애
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Microcephaly,Very rare (<4-1%),소두증
Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,480864,Sensorineural hearing impairment,Very rare (<4-1%),감각신경성 청각 장애
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Retrognathia,Very frequent (99-80%),하악 후퇴
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Deeply set eye,Very frequent (99-80%),깊이 자리잡은 눈
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Delayed speech and language development,Very frequent (99-80%),언어 발달 지연
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Global developmental delay,Very frequent (99-80%),전반적 발달 지연
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Abnormal facial shape,Very frequent (99-80%),얼굴 모양 이상
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Corpus callosum atrophy,Very frequent (99-80%),뇌량 위축
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Diffuse cerebellar atrophy,Very frequent (99-80%),확산성 소뇌 위축
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Gingival overgrowth,Frequent (79-30%),치은 비대
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Progressive microcephaly,Frequent (79-30%),진행성 소두증
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Short philtrum,Frequent (79-30%),짧은 인중
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Abnormality of visual evoked potentials,Frequent (79-30%),시각 유발 전위 이상
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Prominent fingertip pads,Frequent (79-30%),돌출된 손가락 끝 패드
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Hyporeflexia,Frequent (79-30%),저반사
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Cerebral atrophy,Frequent (79-30%),뇌 위축
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,"Intellectual disability, profound",Frequent (79-30%),심각한 지적 장애
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Limb hypertonia,Frequent (79-30%),사지 과긴장
Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,480898,Scoliosis,Frequent (79-30%),척추측만증
